Date,From Account,From Sender,To Account,To Recipient,Amount in Euro
2023-04-28,A005,Jane Smith,A001,ABC Inc,737.15
2023-04-08,A004,Charlie Davis,A001,123 Services,5783.43
2023-03-15,A001,John Doe,A005,XYZ Corp,6279.18
2023-11-15,A002,Charlie Davis,A005,123 Services,9568.89
2023-07-01,A003,Charlie Davis,A001,123 Services,9170.49
2023-10-12,A001,Charlie Davis,A005,123 Services,3316.99
2023-04-27,A002,Jane Smith,A003,ABC Inc,3905.25
2023-06-08,A002,Alice Johnson,A002,ABC Inc,1901.16
2023-01-13,A003,Alice Johnson,A003,Tech Solutions,3627.89
2023-06-18,A002,Charlie Davis,A004,XYZ Corp,5514.65
2023-10-01,A004,John Doe,A004,ABC Inc,5606.4
2023-07-17,A001,John Doe,A003,Tech Solutions,1242.33
2023-07-17,A005,Alice Johnson,A005,123 Services,1570.03
2023-12-21,A004,Bob Brown,A001,Global Traders,3681.92
2023-06-19,A005,Alice Johnson,A002,Tech Solutions,892.08
2023-04-05,A005,Alice Johnson,A002,XYZ Corp,5533.1
2023-12-02,A002,Charlie Davis,A005,Tech Solutions,3643.05
2023-07-21,A005,Jane Smith,A001,123 Services,947.4
2023-07-22,A002,John Doe,A005,Tech Solutions,3612.8
2023-12-29,A004,Alice Johnson,A005,XYZ Corp,5701.9
2023-07-30,A002,Charlie Davis,A003,Tech Solutions,8071.13
2023-05-02,A002,Jane Smith,A001,XYZ Corp,1598.61
2023-02-17,A002,Jane Smith,A003,XYZ Corp,5323.11
2023-10-09,A005,Bob Brown,A005,Global Traders,4651.74
2023-04-18,A003,John Doe,A002,XYZ Corp,1542.25
2023-10-20,A001,Alice Johnson,A005,Tech Solutions,5612.69
2023-11-29,A005,Bob Brown,A005,XYZ Corp,9589.81
2023-03-24,A004,Alice Johnson,A005,Tech Solutions,8034.69
2023-09-10,A005,John Doe,A004,123 Services,8397.84
2023-07-03,A005,Charlie Davis,A005,Global Traders,9320.31
2023-02-21,A003,Bob Brown,A005,Global Traders,6408.98
2023-08-23,A003,Bob Brown,A004,Global Traders,2789.09
2023-09-25,A004,Alice Johnson,A001,Global Traders,9677.23
2023-01-02,A002,Bob Brown,A003,ABC Inc,4458.05
2023-01-03,A001,Jane Smith,A001,ABC Inc,9148.22
2023-09-05,A003,Alice Johnson,A001,Global Traders,667.86
2023-09-21,A005,Charlie Davis,A001,123 Services,8759.91
2023-10-18,A001,Alice Johnson,A001,Global Traders,9847.65
2023-09-28,A001,Bob Brown,A005,XYZ Corp,4710.89
2023-08-03,A003,John Doe,A001,123 Services,2143.27
2023-07-16,A001,John Doe,A002,Tech Solutions,248.5
2023-08-12,A001,Jane Smith,A003,123 Services,9988.34
2023-02-08,A003,Charlie Davis,A002,123 Services,5312.49
2023-04-21,A003,Bob Brown,A005,ABC Inc,4679.25
2023-09-09,A005,Bob Brown,A005,Tech Solutions,3230.46
2023-03-07,A003,Bob Brown,A001,Global Traders,3108.94
2023-02-21,A004,Jane Smith,A003,ABC Inc,4163.97
2023-05-03,A001,Bob Brown,A002,Global Traders,3592.36
2023-08-19,A004,Alice Johnson,A004,Tech Solutions,746.73
2023-07-12,A002,Charlie Davis,A004,123 Services,1030.59
2023-07-08,A001,Charlie Davis,A003,123 Services,1364.91
2023-01-18,A003,John Doe,A002,ABC Inc,6959.91
2023-08-15,A002,John Doe,A005,Global Traders,6553.5
2023-02-01,A005,John Doe,A005,123 Services,5727.98
2023-07-06,A004,Bob Brown,A004,Global Traders,8895.86
2023-06-23,A003,John Doe,A003,XYZ Corp,903.73
2023-05-16,A003,Bob Brown,A005,XYZ Corp,3486.15
2023-04-25,A001,Jane Smith,A005,123 Services,6195.77
2023-10-23,A001,Bob Brown,A004,Global Traders,9803.65
2023-12-05,A003,Jane Smith,A001,XYZ Corp,5334.39
2023-01-07,A002,Charlie Davis,A002,Tech Solutions,200.38
2023-07-03,A004,Jane Smith,A001,ABC Inc,2131.88
2023-01-01,A001,Jane Smith,A001,XYZ Corp,5277.81
2023-05-25,A001,Jane Smith,A001,123 Services,5271.1
2023-02-26,A004,John Doe,A002,ABC Inc,2978.8
2023-06-22,A005,John Doe,A002,XYZ Corp,8806.21
2023-10-06,A001,Alice Johnson,A002,123 Services,8014.87
2023-08-19,A003,Bob Brown,A003,Tech Solutions,116.61
2023-02-23,A005,Charlie Davis,A001,123 Services,3293.33
2023-06-18,A001,Charlie Davis,A001,123 Services,3753.99
2023-10-20,A001,Bob Brown,A002,ABC Inc,689.59
2023-10-17,A002,Charlie Davis,A004,123 Services,8939.41
2023-02-08,A001,Jane Smith,A003,123 Services,6030.24
2023-11-19,A001,Alice Johnson,A004,Tech Solutions,1633.72
2023-03-30,A004,Charlie Davis,A001,Global Traders,6822.22
2023-07-26,A001,Alice Johnson,A001,123 Services,8081.02
2023-02-19,A004,Charlie Davis,A005,Global Traders,3187.7
2023-08-05,A003,John Doe,A003,Tech Solutions,8844.99
2023-01-10,A005,John Doe,A005,XYZ Corp,2944.6
2023-06-28,A003,Bob Brown,A003,Global Traders,8100.13
2023-04-10,A001,Alice Johnson,A002,123 Services,3052.23
2023-06-05,A003,Alice Johnson,A001,123 Services,2954.15
2023-12-11,A004,Charlie Davis,A005,Tech Solutions,1260.29
2023-01-24,A002,John Doe,A005,XYZ Corp,7012.21
2023-04-26,A003,Charlie Davis,A001,Global Traders,3757.29
2023-04-17,A004,Bob Brown,A004,Global Traders,4061.02
2023-05-25,A005,John Doe,A005,XYZ Corp,3185.07
2023-03-02,A002,Bob Brown,A003,Global Traders,2053.32
2023-02-08,A002,Bob Brown,A002,Global Traders,6859.33
2023-01-15,A005,John Doe,A003,XYZ Corp,8048.82
2023-08-25,A004,Charlie Davis,A002,123 Services,6167.86
2023-05-01,A001,Alice Johnson,A001,ABC Inc,7474.24
2023-10-22,A005,John Doe,A005,Global Traders,3666.0
2023-06-16,A003,Bob Brown,A005,Global Traders,8080.08
2023-08-20,A001,Jane Smith,A002,Global Traders,283.01
2023-05-26,A005,Charlie Davis,A004,123 Services,5328.68
2023-01-17,A004,Charlie Davis,A002,ABC Inc,7691.51
2023-07-28,A002,Bob Brown,A004,ABC Inc,8388.3
2023-01-09,A005,Bob Brown,A004,Global Traders,5019.57
2023-08-21,A001,Alice Johnson,A001,123 Services,5596.47
2023-01-01,A004,Alice Johnson,A003,Tech Solutions,9937.34
2023-02-05,A002,Charlie Davis,A005,XYZ Corp,8786.79
2023-02-04,A004,Jane Smith,A004,ABC Inc,1876.07
2023-04-14,A004,Alice Johnson,A005,Tech Solutions,4541.32
2023-01-13,A002,Bob Brown,A002,123 Services,2118.11
2023-07-07,A005,Charlie Davis,A005,123 Services,6893.59
2023-03-30,A003,Jane Smith,A001,XYZ Corp,491.65
2023-11-04,A005,Charlie Davis,A004,ABC Inc,896.14
2023-03-21,A005,Alice Johnson,A005,Tech Solutions,5038.5
2023-11-13,A002,John Doe,A002,123 Services,7345.57
2023-01-19,A004,Jane Smith,A003,Tech Solutions,6297.17
2023-02-02,A003,Charlie Davis,A005,ABC Inc,3071.56
2023-02-08,A001,Bob Brown,A005,Global Traders,9870.72
2023-07-03,A001,Jane Smith,A003,ABC Inc,6999.74
2023-06-24,A004,Bob Brown,A005,Global Traders,8792.25
2023-06-05,A001,Charlie Davis,A001,ABC Inc,4103.46
2023-01-06,A004,John Doe,A005,XYZ Corp,7420.65
2023-11-09,A003,Jane Smith,A001,Global Traders,1264.64
2023-01-13,A002,Charlie Davis,A003,Tech Solutions,6873.28
2023-02-26,A004,Bob Brown,A003,Global Traders,2296.5
2023-02-04,A002,Alice Johnson,A002,Tech Solutions,7769.68
2023-09-24,A001,Jane Smith,A003,Tech Solutions,8663.45
2023-07-24,A001,Bob Brown,A003,Global Traders,3969.33
2023-01-19,A005,Jane Smith,A002,ABC Inc,8993.9
2023-05-19,A004,Bob Brown,A001,Global Traders,258.76
2023-06-14,A001,Jane Smith,A005,ABC Inc,9730.9
2023-12-09,A005,Jane Smith,A003,ABC Inc,3896.95
2023-10-14,A003,Charlie Davis,A005,Tech Solutions,2417.39
2023-09-10,A002,John Doe,A005,Tech Solutions,6685.14
2023-11-19,A004,Bob Brown,A004,XYZ Corp,2348.46
2023-02-03,A003,Jane Smith,A001,123 Services,6061.69
2023-05-26,A005,Jane Smith,A002,Global Traders,5697.5
2023-11-06,A003,Bob Brown,A001,ABC Inc,7231.24
2023-10-12,A001,Charlie Davis,A003,XYZ Corp,4119.65
2023-02-15,A005,Alice Johnson,A005,ABC Inc,1067.23
2023-08-11,A001,John Doe,A001,XYZ Corp,5177.39
2023-11-13,A004,Alice Johnson,A004,Global Traders,9177.77
2023-03-29,A004,Charlie Davis,A001,Tech Solutions,9506.09
2023-08-25,A002,Charlie Davis,A002,123 Services,6464.0
2023-03-22,A001,Charlie Davis,A001,123 Services,9256.9
2023-06-02,A004,Jane Smith,A004,Tech Solutions,2400.58
2023-03-22,A001,Bob Brown,A003,123 Services,1627.42
2023-01-24,A004,Charlie Davis,A004,Global Traders,1948.32
2023-12-22,A002,John Doe,A001,XYZ Corp,6993.62
2023-06-25,A002,John Doe,A005,Tech Solutions,7873.3
2023-02-04,A001,John Doe,A003,123 Services,8441.48
2023-09-09,A004,Bob Brown,A004,123 Services,8030.58
2023-06-21,A004,Charlie Davis,A001,123 Services,9315.96
2023-03-19,A003,Alice Johnson,A003,123 Services,2641.57
2023-10-20,A004,Charlie Davis,A003,XYZ Corp,6339.49
2023-12-02,A003,Jane Smith,A002,XYZ Corp,1337.74
2023-05-05,A005,Bob Brown,A003,Global Traders,5567.98
2023-09-11,A004,John Doe,A002,Tech Solutions,2190.05
2023-07-08,A003,Charlie Davis,A003,123 Services,7698.14
2023-05-09,A001,John Doe,A001,XYZ Corp,423.03
2023-11-25,A004,Alice Johnson,A001,123 Services,8734.96
2023-10-10,A001,Jane Smith,A001,XYZ Corp,6185.02
2023-05-26,A001,Bob Brown,A001,ABC Inc,9413.54
2023-11-17,A005,Alice Johnson,A001,123 Services,3565.28
2023-04-08,A001,Bob Brown,A001,Global Traders,9488.52
2023-06-25,A005,Bob Brown,A001,Global Traders,8723.87
2023-11-27,A002,Bob Brown,A002,Global Traders,9974.07
2023-03-02,A001,Charlie Davis,A003,Global Traders,7638.51
2023-04-23,A003,Alice Johnson,A003,Tech Solutions,6678.86
2023-09-25,A005,Jane Smith,A002,Global Traders,6336.91
2023-01-12,A003,Charlie Davis,A003,123 Services,5236.55
2023-09-03,A003,Bob Brown,A001,ABC Inc,5712.55
2023-10-11,A005,Charlie Davis,A004,ABC Inc,8943.56
2023-07-16,A002,Bob Brown,A001,Global Traders,8482.55
2023-11-04,A004,John Doe,A001,Global Traders,7339.24
2023-10-09,A001,John Doe,A003,Tech Solutions,5320.06
2023-07-29,A001,Alice Johnson,A001,Tech Solutions,1488.4
2023-05-08,A002,Alice Johnson,A003,Tech Solutions,7831.58
2023-06-18,A001,Bob Brown,A001,123 Services,6496.02
2023-09-02,A001,Alice Johnson,A003,ABC Inc,5197.9
2023-05-18,A003,Charlie Davis,A003,123 Services,2367.84
2023-08-30,A004,Bob Brown,A001,Global Traders,9717.2
2023-08-28,A004,Bob Brown,A004,ABC Inc,1128.69
2023-01-24,A004,Jane Smith,A002,ABC Inc,1334.96
2023-01-01,A005,John Doe,A005,Tech Solutions,1972.35
2023-12-29,A005,Bob Brown,A005,Global Traders,4019.33
2023-02-22,A003,Bob Brown,A001,Global Traders,5497.91
2023-08-31,A001,Charlie Davis,A003,Tech Solutions,3855.0
2023-06-05,A004,John Doe,A004,XYZ Corp,5974.36
2023-11-08,A004,Jane Smith,A002,ABC Inc,9632.92
2023-09-25,A004,John Doe,A003,XYZ Corp,3750.71
2023-05-08,A005,Jane Smith,A004,ABC Inc,8744.77
2023-08-18,A003,Alice Johnson,A003,Tech Solutions,8197.29
2023-12-14,A002,Alice Johnson,A005,Global Traders,549.13
2023-11-03,A003,Alice Johnson,A003,XYZ Corp,5763.62
2023-11-30,A003,John Doe,A001,XYZ Corp,7462.29
2023-04-13,A005,Alice Johnson,A005,XYZ Corp,1951.76
2023-03-25,A001,Jane Smith,A004,123 Services,7749.95
2023-03-12,A005,Bob Brown,A003,Global Traders,5575.36
2023-04-16,A004,Bob Brown,A004,Tech Solutions,9371.35
2023-08-23,A004,John Doe,A004,XYZ Corp,6171.46
2023-05-21,A004,Charlie Davis,A005,123 Services,6381.43
2023-06-04,A001,Charlie Davis,A002,ABC Inc,7241.06
2023-02-26,A004,Bob Brown,A003,Global Traders,6672.47
2023-10-06,A003,Bob Brown,A005,Global Traders,9174.87
2023-11-24,A001,Bob Brown,A003,123 Services,3177.21
2023-07-01,A001,John Doe,A002,Global Traders,5716.3
2023-12-30,A003,John Doe,A002,Tech Solutions,3753.08
2023-09-19,A003,Charlie Davis,A004,123 Services,4984.8
2023-11-08,A001,Jane Smith,A004,Tech Solutions,4882.05
2023-09-03,A001,Bob Brown,A002,Global Traders,353.86
2023-12-20,A003,Jane Smith,A005,Global Traders,6472.23
2023-03-19,A003,Charlie Davis,A001,123 Services,9546.88
2023-12-30,A002,Charlie Davis,A002,123 Services,7290.2
2023-07-14,A003,Jane Smith,A003,XYZ Corp,9206.3
2023-09-19,A001,Bob Brown,A001,123 Services,4949.59
2023-07-11,A005,Charlie Davis,A003,123 Services,2323.6
2023-09-11,A004,Jane Smith,A002,123 Services,9312.86
2023-10-04,A002,Jane Smith,A002,XYZ Corp,4686.4
2023-02-12,A004,Alice Johnson,A004,Tech Solutions,5053.13
2023-03-23,A002,Jane Smith,A001,ABC Inc,9580.26
2023-03-23,A005,John Doe,A005,Global Traders,7567.64
2023-02-18,A002,Bob Brown,A005,Global Traders,6968.86
2023-11-25,A005,Bob Brown,A005,ABC Inc,1593.67
2023-05-04,A002,Charlie Davis,A005,ABC Inc,8110.35
2023-12-28,A001,Charlie Davis,A003,ABC Inc,7563.98
2023-10-28,A004,Bob Brown,A005,Global Traders,3399.49
2023-06-09,A003,Alice Johnson,A002,123 Services,2586.19
2023-09-25,A005,Alice Johnson,A002,XYZ Corp,9516.42
2023-12-02,A001,Jane Smith,A004,ABC Inc,4064.81
2023-09-23,A003,Charlie Davis,A003,123 Services,9067.77
2023-06-18,A003,John Doe,A005,Tech Solutions,5303.48
2023-07-18,A003,John Doe,A005,123 Services,7265.92
2023-12-17,A001,Bob Brown,A005,ABC Inc,6424.12
2023-04-22,A002,Bob Brown,A004,Global Traders,6497.24
2023-11-17,A005,John Doe,A004,Tech Solutions,8869.26
2023-05-01,A003,Charlie Davis,A001,ABC Inc,3993.3
2023-08-31,A003,Bob Brown,A002,Global Traders,9859.6
2023-11-02,A005,Jane Smith,A001,ABC Inc,4164.52
2023-01-16,A002,Charlie Davis,A002,ABC Inc,1911.1
2023-12-31,A002,Alice Johnson,A003,Global Traders,3650.59
2023-03-26,A003,Bob Brown,A001,123 Services,836.71
2023-07-15,A005,Bob Brown,A005,ABC Inc,3349.47
2023-06-04,A005,Charlie Davis,A005,123 Services,4248.88
2023-12-18,A001,Jane Smith,A001,XYZ Corp,8387.4
2023-05-20,A001,Alice Johnson,A003,Global Traders,1260.74
2023-02-22,A005,Charlie Davis,A002,Global Traders,7200.78
2023-11-11,A004,Jane Smith,A002,ABC Inc,8731.27
2023-08-30,A003,Jane Smith,A003,Tech Solutions,6829.17
2023-07-18,A003,Charlie Davis,A001,Tech Solutions,9390.69
2023-04-18,A003,Bob Brown,A003,Global Traders,8338.07
2023-06-23,A005,Charlie Davis,A004,123 Services,6278.73
2023-09-06,A001,John Doe,A001,XYZ Corp,5893.65
2023-01-23,A003,Bob Brown,A003,XYZ Corp,4508.98
2023-12-08,A002,John Doe,A002,XYZ Corp,2515.78
2023-12-01,A002,Bob Brown,A003,Global Traders,7595.76
2023-01-28,A003,Alice Johnson,A003,Global Traders,2203.24
2023-05-17,A003,Alice Johnson,A004,XYZ Corp,6869.41
2023-12-19,A001,Bob Brown,A002,Global Traders,3321.27
2023-08-19,A002,Jane Smith,A004,123 Services,8364.07
2023-04-13,A004,Jane Smith,A004,123 Services,7392.5
2023-07-22,A001,Charlie Davis,A001,Tech Solutions,1270.07
2023-01-04,A005,John Doe,A005,XYZ Corp,6508.55
2023-05-28,A005,John Doe,A005,123 Services,3344.04
2024-01-01,A001,Charlie Davis,A004,ABC Inc,9121.52
2023-08-11,A003,Bob Brown,A004,Global Traders,1604.4
2023-05-01,A003,Jane Smith,A003,ABC Inc,4674.48
2023-07-03,A002,Charlie Davis,A004,Global Traders,2070.42
2023-09-17,A003,John Doe,A003,ABC Inc,1642.49
2023-06-06,A004,Charlie Davis,A004,123 Services,745.92
2023-09-08,A005,John Doe,A005,XYZ Corp,3630.84
2023-09-01,A001,John Doe,A004,123 Services,778.67
2023-01-11,A002,John Doe,A003,ABC Inc,8721.91
2023-11-14,A004,Jane Smith,A002,XYZ Corp,7108.53
2023-06-15,A003,John Doe,A003,123 Services,952.8
2023-08-29,A003,Bob Brown,A002,Global Traders,3214.94
2023-11-28,A003,Bob Brown,A005,123 Services,6923.68
2023-08-20,A004,Bob Brown,A004,Global Traders,2034.02
2023-01-22,A005,Jane Smith,A001,ABC Inc,7017.39
2023-12-23,A005,Bob Brown,A005,Global Traders,8535.73
2023-08-01,A002,Alice Johnson,A002,123 Services,7733.97
2023-10-13,A005,Alice Johnson,A002,123 Services,6829.59
2023-01-25,A002,Charlie Davis,A001,ABC Inc,7387.65
2023-07-04,A004,Bob Brown,A002,Global Traders,583.24
2023-11-13,A005,Alice Johnson,A004,Tech Solutions,7872.84
2023-03-21,A005,Jane Smith,A004,ABC Inc,4777.71
2023-12-30,A001,Bob Brown,A001,Global Traders,7349.64
2023-06-21,A004,John Doe,A004,XYZ Corp,9119.43
2023-05-05,A005,Alice Johnson,A002,Tech Solutions,7339.93
2023-06-17,A004,Charlie Davis,A004,Global Traders,6540.44
2023-01-03,A002,Jane Smith,A005,ABC Inc,2090.05
2023-09-26,A002,John Doe,A003,XYZ Corp,1773.13
2023-08-01,A002,John Doe,A002,123 Services,3601.12
2023-12-17,A003,Jane Smith,A001,ABC Inc,5620.12
2023-12-21,A004,Jane Smith,A002,123 Services,4417.61
2023-02-07,A004,Charlie Davis,A005,Tech Solutions,2009.55
2023-07-15,A001,Charlie Davis,A004,ABC Inc,2180.41
2023-05-03,A002,Jane Smith,A003,Global Traders,3565.69
2023-02-02,A001,Bob Brown,A002,123 Services,7040.42
2023-06-22,A004,Alice Johnson,A003,123 Services,852.52
2023-03-25,A003,Alice Johnson,A003,XYZ Corp,3256.81
2023-06-06,A001,John Doe,A001,ABC Inc,9863.62
2023-11-25,A004,Bob Brown,A003,XYZ Corp,9364.5
2023-11-20,A003,Jane Smith,A003,ABC Inc,9817.59
2023-08-09,A005,Jane Smith,A001,123 Services,6637.82
2023-11-25,A002,Bob Brown,A003,XYZ Corp,5019.05
2023-12-25,A005,John Doe,A005,XYZ Corp,3166.0
2023-03-20,A004,Alice Johnson,A002,Tech Solutions,9586.02
2023-08-22,A005,Bob Brown,A001,123 Services,5292.34
2023-02-24,A002,John Doe,A005,Tech Solutions,169.51
2023-01-13,A003,Jane Smith,A001,ABC Inc,5849.98
2023-08-08,A005,Alice Johnson,A004,Global Traders,9572.04
2023-03-10,A005,Charlie Davis,A005,123 Services,7970.54
2023-10-09,A001,Charlie Davis,A001,ABC Inc,6340.22
2023-12-30,A001,Jane Smith,A001,ABC Inc,3591.59
2023-12-23,A002,Jane Smith,A005,123 Services,7826.3
2023-11-15,A005,Bob Brown,A003,Global Traders,859.01
2023-11-18,A002,John Doe,A001,ABC Inc,3577.92
2023-07-04,A001,John Doe,A002,ABC Inc,1314.63
2023-01-27,A004,Charlie Davis,A004,123 Services,3278.65
2023-04-25,A003,Charlie Davis,A005,123 Services,8362.43
2023-11-30,A003,Jane Smith,A004,XYZ Corp,6751.19
2023-09-29,A003,Alice Johnson,A004,XYZ Corp,1040.02
2023-10-20,A001,Jane Smith,A005,XYZ Corp,1022.79
2023-04-02,A002,Charlie Davis,A002,123 Services,3677.26
2023-08-25,A005,Alice Johnson,A001,Tech Solutions,3092.15
2023-06-20,A002,Charlie Davis,A004,XYZ Corp,6431.04
2023-08-29,A003,John Doe,A001,Global Traders,4579.56
2023-05-18,A002,John Doe,A003,Global Traders,1316.58
2023-03-08,A004,Alice Johnson,A005,ABC Inc,2816.25
2023-06-19,A001,Alice Johnson,A002,Tech Solutions,9138.58
2023-05-03,A002,Charlie Davis,A003,XYZ Corp,4545.73
2023-11-29,A005,Bob Brown,A004,Global Traders,843.09
2023-09-27,A002,Alice Johnson,A004,XYZ Corp,7965.96
2023-11-14,A002,Bob Brown,A002,Global Traders,1627.6
2023-07-23,A001,John Doe,A002,Global Traders,8556.74
2023-03-05,A005,John Doe,A001,123 Services,4983.37
2023-04-24,A001,Alice Johnson,A003,Tech Solutions,4426.51
2023-03-04,A002,Bob Brown,A004,123 Services,8114.9
2023-01-28,A002,Bob Brown,A001,Global Traders,4228.33
2023-09-23,A003,Bob Brown,A003,Global Traders,6168.49
2023-10-11,A005,Charlie Davis,A005,123 Services,8173.81
2023-02-19,A005,Alice Johnson,A001,Tech Solutions,844.92
2023-05-14,A002,Charlie Davis,A005,123 Services,3110.7
2023-04-12,A004,Alice Johnson,A002,Global Traders,3089.96
2023-03-22,A003,Jane Smith,A003,Global Traders,2857.0
2023-06-16,A002,Alice Johnson,A001,Global Traders,1464.52
2023-02-04,A005,Charlie Davis,A005,Global Traders,1949.41
2023-08-07,A002,Bob Brown,A004,ABC Inc,5029.97
2023-02-12,A001,Bob Brown,A003,Tech Solutions,1183.37
2023-08-09,A004,Jane Smith,A005,ABC Inc,7449.72
2023-02-20,A005,John Doe,A001,Global Traders,9966.36
2023-05-15,A001,Alice Johnson,A005,Tech Solutions,4070.99
2023-11-08,A003,Jane Smith,A001,123 Services,8432.23
2023-08-14,A003,Jane Smith,A002,Global Traders,1906.39
2023-07-16,A005,Alice Johnson,A001,XYZ Corp,4969.9
2023-11-02,A003,Jane Smith,A005,Tech Solutions,3383.13
2023-02-18,A002,Jane Smith,A005,XYZ Corp,5856.93
2023-04-18,A001,Bob Brown,A001,XYZ Corp,7046.5
2023-07-23,A004,Bob Brown,A001,Tech Solutions,8562.0
2023-03-20,A001,Charlie Davis,A002,123 Services,7273.71
2023-08-13,A005,Charlie Davis,A004,123 Services,970.84
2023-12-20,A002,Bob Brown,A001,Tech Solutions,1087.26
2023-01-25,A005,Bob Brown,A002,Global Traders,1269.66
2023-07-09,A005,Charlie Davis,A003,123 Services,5550.55
2023-03-29,A005,Jane Smith,A004,Tech Solutions,9886.35
2023-05-04,A003,John Doe,A001,XYZ Corp,5892.72
2023-09-29,A001,Charlie Davis,A003,ABC Inc,5165.34
2023-06-11,A002,Charlie Davis,A002,Tech Solutions,2134.64
2023-05-16,A001,John Doe,A004,Global Traders,1789.07
2023-08-07,A002,Bob Brown,A002,123 Services,9584.93
2023-10-12,A003,Alice Johnson,A002,Tech Solutions,9076.47
2023-05-09,A001,Bob Brown,A003,Global Traders,2739.24
2023-08-11,A003,Jane Smith,A004,ABC Inc,9991.89
2023-12-31,A001,Bob Brown,A003,XYZ Corp,2676.0
2023-05-24,A001,Bob Brown,A001,Global Traders,4774.53
2023-07-12,A002,Charlie Davis,A004,XYZ Corp,3819.69
2023-05-02,A004,John Doe,A002,ABC Inc,4021.53
2023-09-10,A005,Charlie Davis,A002,XYZ Corp,5541.62
2023-02-17,A005,Bob Brown,A005,XYZ Corp,8370.71
2023-08-15,A005,Charlie Davis,A002,Global Traders,4060.04
2023-09-24,A003,Bob Brown,A002,Global Traders,3394.65
2023-08-25,A004,Charlie Davis,A004,123 Services,6400.21
2023-07-04,A001,Charlie Davis,A004,ABC Inc,1884.83
2023-04-26,A004,Jane Smith,A001,123 Services,2693.13
2023-04-14,A001,Charlie Davis,A002,123 Services,6326.52
2023-07-07,A003,Alice Johnson,A002,ABC Inc,6622.69
2023-05-06,A004,Jane Smith,A002,123 Services,906.92
2023-07-29,A003,Alice Johnson,A003,Global Traders,5098.1
2023-04-04,A005,Bob Brown,A005,ABC Inc,1753.42
2023-12-23,A004,John Doe,A002,XYZ Corp,8062.79
2023-11-09,A002,Bob Brown,A004,Global Traders,8278.82
2023-02-04,A002,Bob Brown,A004,123 Services,5573.23
2023-11-28,A001,Charlie Davis,A005,123 Services,1830.17
2023-01-24,A004,Charlie Davis,A005,XYZ Corp,3023.12
2023-08-02,A001,Alice Johnson,A001,Tech Solutions,7604.06
2023-09-07,A001,John Doe,A001,ABC Inc,4246.98
2023-12-05,A001,John Doe,A002,Tech Solutions,336.18
2023-03-13,A001,Bob Brown,A004,123 Services,8028.22
2023-07-17,A004,John Doe,A003,XYZ Corp,918.54
2023-03-10,A002,Jane Smith,A004,XYZ Corp,5753.71
2023-06-26,A003,Alice Johnson,A003,Tech Solutions,463.63
2023-03-06,A002,John Doe,A001,ABC Inc,5094.47
2023-07-13,A004,Jane Smith,A004,123 Services,2051.61
2023-10-17,A002,Bob Brown,A004,Global Traders,8555.31
2023-04-08,A003,Bob Brown,A002,Tech Solutions,423.09
